date,time,core #,n2o[ppm],co2[ppm],h2o[ppm],t1,t2,t3
8/05/2025,11:24:21,C2,0.33659,646.61,13858.5,22.50,22.44,21.88
8/05/2025,11:24:22,C2,0.3363,630.4,13564.3,22.50,22.44,21.88
8/05/2025,11:24:23,C2,0.33629,619.52,13285.8,22.50,22.44,21.88
8/05/2025,11:24:24,C2,0.33638,613.3,13017.4,22.50,22.44,21.88
8/05/2025,11:24:25,C2,0.33624,611.12,12733.6,22.50,22.44,21.88
8/05/2025,11:24:26,C2,0.33642,611.25,12457.3,22.50,22.44,21.88
8/05/2025,11:24:27,C2,0.33651,612.06,12175.1,22.50,22.44,21.88
8/05/2025,11:24:28,C2,0.33638,611.84,11878.5,22.50,22.44,21.88
8/05/2025,11:24:29,C2,0.33627,611.87,11621.8,22.50,22.44,21.88
8/05/2025,11:24:30,C2,0.33641,611.35,11389.7,22.50,22.44,21.88
8/05/2025,11:24:31,C2,0.33619,609.43,11191.5,22.50,22.44,21.88
8/05/2025,11:24:32,C2,0.33643,607.65,11065.9,22.50,22.44,21.88
8/05/2025,11:24:33,C2,0.33634,605.99,10997.2,22.50,22.44,21.88
8/05/2025,11:24:34,C2,0.33641,605.2,10938.9,22.50,22.44,21.88
8/05/2025,11:24:35,C2,0.33647,604.7,10891,22.50,22.44,21.88
8/05/2025,11:24:36,C2,0.33624,603.38,10802.9,22.50,22.44,21.88
8/05/2025,11:24:37,C2,0.33643,603.62,10769.4,22.50,22.44,21.88
8/05/2025,11:24:38,C2,0.33626,603.12,10685.7,22.50,22.44,21.88
8/05/2025,11:24:39,C2,0.3362,602.3,10575.9,22.50,22.44,21.88
8/05/2025,11:24:40,C2,0.33604,602.37,10506.7,22.50,22.44,21.88
8/05/2025,11:24:41,C2,0.33621,603.01,10447.1,22.50,22.44,21.88
8/05/2025,11:24:42,C2,0.33631,602.81,10345.7,22.50,22.44,21.88
8/05/2025,11:24:43,C2,0.33627,602.6,10266.9,22.50,22.44,21.88
8/05/2025,11:24:44,C2,0.33623,602.41,10186.3,22.50,22.44,21.88
8/05/2025,11:24:45,C2,0.33636,602.55,10113.1,22.50,22.44,21.88
8/05/2025,11:24:46,C2,0.33642,602.64,10036.7,22.50,22.44,21.88
8/05/2025,11:24:47,C2,0.3363,602.32,9963.74,22.50,22.44,21.88
8/05/2025,11:24:48,C2,0.33632,602.18,9887.3,22.50,22.44,21.88
8/05/2025,11:24:49,C2,0.33624,602.32,9768.63,22.50,22.44,21.88
8/05/2025,11:24:50,C2,0.33635,602.35,9712.74,22.50,22.44,21.88
8/05/2025,11:24:51,C2,0.33641,602.81,9674.43,22.50,22.44,21.88
8/05/2025,11:24:52,C2,0.33653,602.75,9626.51,22.50,22.44,21.88
8/05/2025,11:24:53,C2,0.33653,602.87,9573.22,22.50,22.44,21.88
8/05/2025,11:24:54,C2,0.33605,601.85,9493.99,22.50,22.44,21.88
8/05/2025,11:24:55,C2,0.33639,602.77,9465.73,22.50,22.44,21.88
8/05/2025,11:24:56,C2,0.33643,602.57,9431.32,22.50,22.44,21.88
8/05/2025,11:24:57,C2,0.33628,602.51,9376.09,22.50,22.44,21.88
8/05/2025,11:24:58,C2,0.33598,601.75,9320.76,22.50,22.44,21.88
8/05/2025,11:24:59,C2,0.33651,602.51,9300.56,22.50,22.44,21.88
8/05/2025,11:25:00,C2,0.33649,602.81,9278.19,22.50,22.44,21.88
8/05/2025,11:25:01,C2,0.33631,602.74,9236.56,22.50,22.44,21.88
8/05/2025,11:25:02,C2,0.33645,602.86,9190.8,22.50,22.44,21.88
8/05/2025,11:25:03,C2,0.33634,602.96,9173.17,22.50,22.44,21.88
8/05/2025,11:25:04,C2,0.33629,602.54,9127.85,22.50,22.44,21.88
8/05/2025,11:25:05,C2,0.3363,602.78,9101.42,22.50,22.44,21.88
8/05/2025,11:25:06,C2,0.33635,603.19,9084.07,22.50,22.44,21.88
8/05/2025,11:25:07,C2,0.33622,602.88,9048.44,22.50,22.44,21.88
8/05/2025,11:25:08,C2,0.33631,603.18,9009.83,22.50,22.44,21.88
8/05/2025,11:25:09,C2,0.33637,603.52,8984.68,22.50,22.44,21.88
8/05/2025,11:25:10,C2,0.33609,603.66,8957.39,22.50,22.44,21.88
8/05/2025,11:25:11,C2,0.33619,603.55,8937.47,22.50,22.44,21.88
8/05/2025,11:25:12,C2,0.33628,604.7,8920.99,22.50,22.44,21.88
8/05/2025,11:25:13,C2,0.33634,604.37,8885.71,22.50,22.44,21.88
8/05/2025,11:25:14,C2,0.3363,604.62,8871,22.50,22.44,21.88
8/05/2025,11:25:15,C2,0.33634,604.86,8841.69,22.50,22.44,21.88
8/05/2025,11:25:16,C2,0.336,604.27,8802.17,22.50,22.44,21.88
8/05/2025,11:25:17,C2,0.33616,604.55,8782.48,22.50,22.44,21.88
8/05/2025,11:25:18,C2,0.33632,605.56,8784.15,22.50,22.44,21.88
8/05/2025,11:25:19,C2,0.33641,605.98,8771.14,22.50,22.44,21.88
8/05/2025,11:25:20,C2,0.33622,606.04,8768.68,22.50,22.44,21.88
8/05/2025,11:25:21,C2,0.33611,606,8742.26,22.50,22.44,21.88
8/05/2025,11:25:22,C2,0.33593,605.29,8707.76,22.50,22.44,21.88
8/05/2025,11:25:23,C2,0.33622,606.52,8726.64,22.50,22.44,21.88
8/05/2025,11:25:24,C2,0.33587,606.32,8697.28,22.50,22.44,21.88
8/05/2025,11:25:25,C2,0.33645,607.04,8694,22.50,22.44,21.88
8/05/2025,11:25:26,C2,0.33649,607.55,8694.97,22.50,22.44,21.88
8/05/2025,11:25:27,C2,0.33612,606.41,8648.81,22.50,22.44,21.88
8/05/2025,11:25:28,C2,0.33626,606.76,8648.03,22.50,22.44,21.88
8/05/2025,11:25:29,C2,0.3362,606.81,8639.93,22.50,22.44,21.88
8/05/2025,11:25:30,C2,0.33619,607.2,8634,22.50,22.44,21.88
8/05/2025,11:25:31,C2,0.33635,607.37,8628.12,22.50,22.44,21.88
8/05/2025,11:25:32,C2,0.33605,607.16,8612.33,22.50,22.44,21.88
8/05/2025,11:25:33,C2,0.33616,607.19,8601.87,22.50,22.44,21.88
8/05/2025,11:25:34,C2,0.33625,607.44,8598.14,22.50,22.44,21.88
8/05/2025,11:25:35,C2,0.33634,607.29,8581.94,22.50,22.44,21.88
8/05/2025,11:25:36,C2,0.33614,607.99,8590.55,22.50,22.44,21.88
8/05/2025,11:25:37,C2,0.33611,607.51,8571.61,22.50,22.44,21.88
8/05/2025,11:25:38,C2,0.33647,607.84,8565.74,22.50,22.44,21.88
8/05/2025,11:25:39,C2,0.33608,607.02,8541.34,22.50,22.44,21.88
8/05/2025,11:25:40,C2,0.33618,607.94,8555.45,22.50,22.44,21.88
8/05/2025,11:25:41,C2,0.33636,608.27,8551.08,22.50,22.44,21.88
8/05/2025,11:25:42,C2,0.33603,607.6,8528.13,22.50,22.44,21.88
8/05/2025,11:25:43,C2,0.33625,607.53,8522.39,22.50,22.44,21.88
8/05/2025,11:25:44,C2,0.33605,607.42,8514.55,22.50,22.44,21.88
8/05/2025,11:25:45,C2,0.33612,607.21,8503.68,22.50,22.44,21.88
8/05/2025,11:25:46,C2,0.3362,608,8518,22.50,22.44,21.88
8/05/2025,11:25:47,C2,0.33629,608.08,8516.88,22.50,22.44,21.88
8/05/2025,11:25:48,C2,0.33636,607.98,8509.56,22.50,22.44,21.88
8/05/2025,11:25:49,C2,0.33641,607.83,8503.11,22.50,22.44,21.88
8/05/2025,11:25:50,C2,0.33637,607.97,8498.93,22.50,22.44,21.88
8/05/2025,11:25:51,C2,0.33651,608.44,8509.71,22.50,22.44,21.88
8/05/2025,11:25:52,C2,0.33626,608.34,8504.92,22.50,22.44,21.88
8/05/2025,11:25:53,C2,0.33618,607.66,8491.18,22.50,22.44,21.88
8/05/2025,11:25:54,C2,0.3363,608.1,8485.2,22.50,22.44,21.88
8/05/2025,11:25:55,C2,0.33631,608.27,8495.85,22.50,22.44,21.88
8/05/2025,11:25:56,C2,0.33627,608.5,8487.43,22.50,22.44,21.88
8/05/2025,11:25:57,C2,0.3364,608.08,8482.56,22.50,22.44,21.88
8/05/2025,11:25:58,C2,0.33637,608.32,8485.93,22.50,22.44,21.88
8/05/2025,11:25:59,C2,0.33664,608.77,8492.66,22.50,22.44,21.88
8/05/2025,11:26:00,C2,0.33613,608,8483.85,22.50,22.44,21.88
8/05/2025,11:26:01,C2,0.3362,607.71,8466.35,22.50,22.44,21.88
8/05/2025,11:26:02,C2,0.33624,607.93,8460.66,22.50,22.44,21.88
8/05/2025,11:26:03,C2,0.33609,607.54,8457.93,22.50,22.44,21.88
8/05/2025,11:26:04,C2,0.33637,608.11,8464.87,22.50,22.44,21.88
8/05/2025,11:26:05,C2,0.33629,608.4,8468.63,22.50,22.44,21.88
8/05/2025,11:26:06,C2,0.33595,607.35,8449.32,22.50,22.44,21.88
8/05/2025,11:26:07,C2,0.33593,607.84,8454.41,22.50,22.44,21.88
8/05/2025,11:26:08,C2,0.33635,608.33,8456.74,22.50,22.44,21.88
8/05/2025,11:26:09,C2,0.33627,608.11,8451.92,22.50,22.44,21.88
8/05/2025,11:26:10,C2,0.33645,608.17,8444.3,22.50,22.44,21.88
8/05/2025,11:26:11,C2,0.33611,608.06,8446.34,22.50,22.44,21.88
8/05/2025,11:26:12,C2,0.33632,608.34,8460.94,22.50,22.44,21.88
8/05/2025,11:26:13,C2,0.33615,608.12,8450.43,22.50,22.44,21.88
8/05/2025,11:26:14,C2,0.33606,607.93,8442.03,22.50,22.44,21.88
8/05/2025,11:26:15,C2,0.33625,607.94,8445.31,22.50,22.44,21.88
8/05/2025,11:26:16,C2,0.33619,607.96,8439.25,22.50,22.44,21.88
8/05/2025,11:26:17,C2,0.33619,608.09,8442.89,22.50,22.44,21.88
8/05/2025,11:26:18,C2,0.33644,608.99,8454.11,22.50,22.44,21.88
8/05/2025,11:26:19,C2,0.33623,608.16,8441.29,22.50,22.44,21.88
8/05/2025,11:26:20,C2,0.33634,608.34,8434.27,22.50,22.44,21.88
8/05/2025,11:26:21,C2,0.33629,608.73,8442.58,22.50,22.44,21.88
8/05/2025,11:26:22,C2,0.33648,609.55,8442.08,22.50,22.44,21.88
8/05/2025,11:26:23,C2,0.33625,611.66,8426.47,22.50,22.44,21.88
8/05/2025,11:26:24,C2,0.33627,619.17,8430.14,22.50,22.44,21.88
8/05/2025,11:26:25,C2,0.33609,628.41,8454.69,22.50,22.44,21.88
8/05/2025,11:26:26,C2,0.33634,633.6,8485.82,22.50,22.44,21.88
8/05/2025,11:26:27,C2,0.33627,636.8,8497.73,22.50,22.44,21.88
8/05/2025,11:26:28,C2,0.33617,643.48,8529.78,22.50,22.44,21.88
8/05/2025,11:26:29,C2,0.33601,651.39,8564.28,22.50,22.44,21.88
8/05/2025,11:26:30,C2,0.33612,673.18,8655.33,22.50,22.44,21.88
8/05/2025,11:26:31,C2,0.33644,712.87,8765.37,22.50,22.44,21.88
8/05/2025,11:26:32,C2,0.336,751.03,8896.12,22.50,22.44,21.88
8/05/2025,11:26:33,C2,0.33599,782.35,9116.87,22.50,22.44,21.88
8/05/2025,11:26:34,C2,0.33602,804.2,9408.52,22.50,22.44,21.88
8/05/2025,11:26:35,C2,0.33616,818.08,9735.94,22.50,22.44,21.88
8/05/2025,11:26:36,C2,0.33609,826.42,10096.3,22.50,22.44,21.88
8/05/2025,11:26:37,C2,0.33583,831.06,10453.8,22.50,22.44,21.88
8/05/2025,11:26:38,C2,0.33603,833.5,10843.9,22.50,22.44,21.88
8/05/2025,11:26:39,C2,0.33621,829.76,11188.6,22.50,22.44,21.88
8/05/2025,11:26:40,C2,0.33602,822.07,11488.6,22.50,22.44,21.88
8/05/2025,11:26:41,C2,0.3361,815.13,11813.5,22.50,22.44,21.88
8/05/2025,11:26:42,C2,0.33638,809.67,12075.2,22.50,22.44,21.88
8/05/2025,11:26:43,C2,0.33623,803.89,12327.3,22.50,22.44,21.88
8/05/2025,11:26:44,C2,0.33623,796.76,12546.1,22.50,22.44,21.88
8/05/2025,11:26:45,C2,0.33646,790,12773.6,22.50,22.44,21.88
8/05/2025,11:26:46,C2,0.33654,779.87,12940.4,22.50,22.44,21.88
8/05/2025,11:26:47,C2,0.33624,767.82,13088.3,22.50,22.44,21.88
8/05/2025,11:26:48,C2,0.33658,756.93,13196.3,22.50,22.44,21.88
8/05/2025,11:26:49,C2,0.33666,747.7,13305,22.50,22.44,21.88
8/05/2025,11:26:50,C2,0.33668,741.96,13386.4,22.50,22.44,21.88
8/05/2025,11:26:51,C2,0.33655,741.12,13468.9,22.50,22.44,21.88
8/05/2025,11:26:52,C2,0.33682,744.36,13530.6,22.50,22.44,21.88
8/05/2025,11:26:53,C2,0.3365,747.53,13574.6,22.50,22.44,21.88
8/05/2025,11:26:54,C2,0.33655,751.42,13623.1,22.50,22.44,21.88
8/05/2025,11:26:55,C2,0.33642,754.05,13678.2,22.50,22.44,21.88
8/05/2025,11:26:56,C2,0.33632,756.28,13721.1,22.50,22.44,21.88
8/05/2025,11:26:57,C2,0.3364,758.63,13786.8,22.50,22.44,21.88
8/05/2025,11:26:58,C2,0.33621,759.03,13818.2,22.50,22.44,21.88
8/05/2025,11:26:59,C2,0.33639,759.42,13870,22.50,22.44,21.88
8/05/2025,11:27:00,C2,0.33629,759.02,13919.7,22.50,22.44,21.88
8/05/2025,11:27:01,C2,0.33582,757.87,13956.6,22.50,22.44,21.88
8/05/2025,11:27:02,C2,0.33621,757.53,14007.1,22.50,22.44,21.88
8/05/2025,11:27:03,C2,0.33646,757.11,14047.5,22.50,22.44,21.88
8/05/2025,11:27:04,C2,0.33635,756.55,14107.8,22.50,22.44,21.88
8/05/2025,11:27:05,C2,0.33602,754.17,14115.6,22.50,22.44,21.88
8/05/2025,11:27:06,C2,0.3365,752.99,14155.2,22.50,22.44,21.88
8/05/2025,11:27:07,C2,0.33629,750.4,14159.8,22.50,22.44,21.88
8/05/2025,11:27:08,C2,0.33602,747.75,14185.7,22.50,22.44,21.88
8/05/2025,11:27:09,C2,0.33608,746.64,14234.4,22.50,22.44,21.88
8/05/2025,11:27:10,C2,0.33626,744.69,14270.6,22.50,22.44,21.88
8/05/2025,11:27:11,C2,0.33637,743.43,14310.7,22.50,22.44,21.88
8/05/2025,11:27:12,C2,0.33646,741.47,14353.4,22.50,22.44,21.88
8/05/2025,11:27:13,C2,0.33653,739.92,14391.6,22.50,22.44,21.88
8/05/2025,11:27:14,C2,0.33648,736.19,14469.7,22.50,22.44,21.88
8/05/2025,11:27:15,C2,0.33639,733.89,14477.7,22.50,22.44,21.88
8/05/2025,11:27:16,C2,0.33649,733.19,14532.9,22.50,22.44,21.88
8/05/2025,11:27:17,C2,0.33627,730.93,14538.4,22.50,22.44,21.88
8/05/2025,11:27:18,C2,0.33628,730.05,14571.5,22.50,22.44,21.88
8/05/2025,11:27:19,C2,0.3363,730.11,14626,22.50,22.44,21.88
8/05/2025,11:27:20,C2,0.33649,729.14,14648,22.50,22.44,21.88
8/05/2025,11:27:21,C2,0.33609,728.04,14670,22.50,22.44,21.88
8/05/2025,11:27:22,C2,0.33621,727.94,14703.7,22.50,22.44,21.88
8/05/2025,11:27:23,C2,0.3362,727.54,14733.8,22.50,22.44,21.88
8/05/2025,11:27:24,C2,0.33634,727.34,14765,22.50,22.44,21.88
8/05/2025,11:27:25,C2,0.33639,727.24,14793.2,22.50,22.44,21.88
8/05/2025,11:27:26,C2,0.33638,726.96,14838.5,22.50,22.44,21.88
8/05/2025,11:27:27,C2,0.33649,726.41,14845.8,22.50,22.44,21.88
8/05/2025,11:27:28,C2,0.33679,726.86,14913.3,22.50,22.44,21.88
8/05/2025,11:27:29,C2,0.33613,725.17,14899.8,22.50,22.44,21.88
8/05/2025,11:27:30,C2,0.33672,725.74,14943.8,22.50,22.44,21.88
8/05/2025,11:27:31,C2,0.33641,724.3,14958.8,22.50,22.44,21.88
8/05/2025,11:27:32,C2,0.33651,724.16,14989.1,22.50,22.44,21.88
8/05/2025,11:27:33,C2,0.33653,723.42,14997.2,22.50,22.44,21.88
8/05/2025,11:27:34,C2,0.33664,722.85,15017.1,22.50,22.44,21.88
8/05/2025,11:27:35,C2,0.33653,722.44,15047.9,22.50,22.44,21.88
8/05/2025,11:27:36,C2,0.33635,721.22,15044.6,22.50,22.44,21.88
8/05/2025,11:27:37,C2,0.33635,720.69,15064.4,22.50,22.44,21.88
8/05/2025,11:27:38,C2,0.33622,719.92,15074.6,22.50,22.44,21.88
8/05/2025,11:27:39,C2,0.33672,720.58,15105,22.50,22.44,21.88
8/05/2025,11:27:40,C2,0.33634,718.54,15082,22.50,22.44,21.88
8/05/2025,11:27:41,C2,0.33671,719.61,15138.9,22.50,22.44,21.88
8/05/2025,11:27:42,C2,0.33667,718.6,15136,22.50,22.44,21.88
8/05/2025,11:27:43,C2,0.33657,718.83,15173.8,22.50,22.44,21.88
8/05/2025,11:27:44,C2,0.33658,717.96,15180.5,22.50,22.44,21.88
8/05/2025,11:27:45,C2,0.33659,718.09,15189.4,22.50,22.44,21.88
8/05/2025,11:27:46,C2,0.33646,716.67,15155.1,22.50,22.44,21.88
8/05/2025,11:27:47,C2,0.33647,717.06,15195,22.50,22.44,21.88
8/05/2025,11:27:48,C2,0.3366,717,15205.5,22.50,22.44,21.88
8/05/2025,11:27:49,C2,0.33651,717.42,15233.1,22.50,22.44,21.88
8/05/2025,11:27:50,C2,0.33678,717.39,15236.4,22.50,22.44,21.88
8/05/2025,11:27:51,C2,0.33674,717.39,15241.7,22.50,22.44,21.88
8/05/2025,11:27:52,C2,0.33648,716.78,15237.8,22.50,22.44,21.88
8/05/2025,11:27:53,C2,0.33672,716.92,15259.8,22.50,22.44,21.88
8/05/2025,11:27:54,C2,0.33656,716.75,15251.1,22.50,22.44,21.88
8/05/2025,11:27:55,C2,0.3364,716.84,15266,22.50,22.44,21.88
8/05/2025,11:27:56,C2,0.33654,717.26,15286.2,22.50,22.50,21.88
8/05/2025,11:27:57,C2,0.33668,716.93,15276.9,22.50,22.44,21.88
8/05/2025,11:27:58,C2,0.33631,716.81,15288.3,22.50,22.44,21.88
8/05/2025,11:27:59,C2,0.33659,717.44,15318.9,22.50,22.50,21.88
8/05/2025,11:28:00,C2,0.33653,717.59,15337.9,22.50,22.50,21.88
8/05/2025,11:28:01,C2,0.33668,717.86,15361.3,22.50,22.50,21.88
8/05/2025,11:28:02,C2,0.33658,717.49,15335.9,22.50,22.44,21.88
8/05/2025,11:28:03,C2,0.33645,717.3,15335.8,22.50,22.50,21.88
8/05/2025,11:28:04,C2,0.33649,717.86,15389,22.50,22.44,21.88
8/05/2025,11:28:05,C2,0.33669,718.51,15416.2,22.50,22.44,21.88
8/05/2025,11:28:06,C2,0.33684,719.07,15436.2,22.50,22.50,21.88
8/05/2025,11:28:07,C2,0.3367,718.24,15413.8,22.50,22.50,21.88
8/05/2025,11:28:08,C2,0.33657,718.55,15459.2,22.50,22.44,21.88
8/05/2025,11:28:09,C2,0.33659,718.63,15461.1,22.50,22.44,21.88
8/05/2025,11:28:10,C2,0.3364,718.47,15467.4,22.50,22.44,21.88
8/05/2025,11:28:11,C2,0.33637,718.02,15469.5,22.50,22.44,21.88
8/05/2025,11:28:12,C2,0.33677,719.41,15516.9,22.50,22.44,21.88
8/05/2025,11:28:13,C2,0.33687,719.47,15542.2,22.50,22.50,21.88
8/05/2025,11:28:14,C2,0.33683,719.49,15546.7,22.50,22.44,21.88
8/05/2025,11:28:15,C2,0.33658,718.5,15512.9,22.50,22.50,21.88
8/05/2025,11:28:16,C2,0.33662,718.79,15550,22.50,22.50,21.88
8/05/2025,11:28:17,C2,0.33651,718.69,15546.4,22.50,22.44,21.88
8/05/2025,11:28:18,C2,0.33672,719.4,15590,22.50,22.50,21.88
8/05/2025,11:28:19,C2,0.33673,719.25,15588.6,22.50,22.44,21.88
8/05/2025,11:28:20,C2,0.33672,719.73,15614.8,22.50,22.50,21.88
8/05/2025,11:28:21,C2,0.33652,719.17,15618.6,22.50,22.50,21.88
8/05/2025,11:28:22,C2,0.33662,719.51,15645.3,22.50,22.44,21.88
8/05/2025,11:28:23,C2,0.33683,719.78,15639.1,22.50,22.50,21.88
8/05/2025,11:28:24,C2,0.33653,718.74,15616.3,22.50,22.44,21.88
8/05/2025,11:28:25,C2,0.3368,720.02,15675.6,22.50,22.44,21.88
8/05/2025,11:28:26,C2,0.33675,719.75,15682.3,22.50,22.50,21.88
8/05/2025,11:28:27,C2,0.33639,718.91,15662,22.50,22.50,21.88
8/05/2025,11:28:28,C2,0.33662,719.71,15693.2,22.50,22.50,21.88
8/05/2025,11:28:29,C2,0.33659,719.23,15690.5,22.50,22.50,21.88
8/05/2025,11:28:30,C2,0.33659,719.65,15700.9,22.50,22.50,21.88
8/05/2025,11:28:31,C2,0.33654,719.62,15717.9,22.50,22.50,21.88
8/05/2025,11:28:32,C2,0.33644,719.21,15704.6,22.50,22.50,21.88
8/05/2025,11:28:33,C2,0.33645,719.49,15740.8,22.50,22.50,21.88
8/05/2025,11:28:34,C2,0.33669,719.72,15736.5,22.50,22.50,21.88
8/05/2025,11:28:35,C2,0.33656,719.55,15729.6,22.50,22.50,21.88
8/05/2025,11:28:36,C2,0.33693,720.4,15774.3,22.50,22.50,21.88
8/05/2025,11:28:37,C2,0.33645,720.26,15805.6,22.50,22.44,21.88
8/05/2025,11:28:38,C2,0.33688,720.32,15791.2,22.50,22.44,21.88
8/05/2025,11:28:39,C2,0.33686,720.85,15820.4,22.50,22.50,21.88
8/05/2025,11:28:40,C2,0.33656,719.9,15823.2,22.50,22.50,21.88
8/05/2025,11:28:41,C2,0.33654,720.01,15829.7,22.50,22.50,21.88
8/05/2025,11:28:42,C2,0.3368,720.65,15852.9,22.50,22.50,21.88
8/05/2025,11:28:43,C2,0.33672,720.92,15867.4,22.50,22.50,21.88
8/05/2025,11:28:44,C2,0.33669,720.43,15857.8,22.50,22.50,21.88
8/05/2025,11:28:45,C2,0.33667,720.64,15872.8,22.50,22.50,21.88
8/05/2025,11:28:46,C2,0.33671,720.18,15848.3,22.50,22.50,21.88
8/05/2025,11:28:47,C2,0.33692,720.62,15875.4,22.50,22.44,21.88
8/05/2025,11:28:48,C2,0.33691,721.21,15900.6,22.50,22.50,21.88
8/05/2025,11:28:49,C2,0.33689,721.12,15896.4,22.50,22.50,21.88
8/05/2025,11:28:50,C2,0.33697,721.2,15905,22.50,22.50,21.88
8/05/2025,11:28:51,C2,0.33644,720.02,15883.7,22.50,22.50,21.88
8/05/2025,11:28:52,C2,0.33629,719.63,15884.8,22.50,22.44,21.88
8/05/2025,11:28:53,C2,0.33665,720.91,15946.4,22.50,22.50,21.88
8/05/2025,11:28:54,C2,0.33686,721.25,15947.6,22.50,22.50,21.88
8/05/2025,11:28:55,C2,0.33684,721.66,15972.8,22.50,22.50,21.88
8/05/2025,11:28:56,C2,0.3367,721.28,15975.6,22.50,22.50,21.88
8/05/2025,11:28:57,C2,0.33652,720.5,15952.3,22.50,22.50,21.88
8/05/2025,11:28:58,C2,0.33671,721.45,16010,22.50,22.50,21.88
8/05/2025,11:28:59,C2,0.33663,721.33,16009.1,22.50,22.50,21.88
8/05/2025,11:29:00,C2,0.33683,721.78,16018.7,22.50,22.50,21.88
8/05/2025,11:29:01,C2,0.33658,721.42,16015,22.50,22.50,21.88
8/05/2025,11:29:02,C2,0.33671,720.83,16006.8,22.50,22.50,21.88
8/05/2025,11:29:03,C2,0.33648,721.35,16032.8,22.50,22.50,21.88
8/05/2025,11:29:04,C2,0.33708,722.69,16079.5,22.50,22.50,21.88
8/05/2025,11:29:05,C2,0.33692,722.14,16074,22.50,22.50,21.88
8/05/2025,11:29:06,C2,0.33658,721.58,16065.6,22.50,22.50,21.88
8/05/2025,11:29:07,C2,0.33658,721.76,16064.1,22.50,22.50,21.88
8/05/2025,11:29:08,C2,0.33654,721.16,16063.6,22.50,22.50,21.88
8/05/2025,11:29:09,C2,0.33664,722.07,16113,22.50,22.50,21.88
8/05/2025,11:29:10,C2,0.33667,721.55,16089,22.50,22.50,21.88
8/05/2025,11:29:11,C2,0.33667,721.97,16122.3,22.50,22.44,21.88
8/05/2025,11:29:12,C2,0.33651,721.67,16115.5,22.50,22.50,21.88
8/05/2025,11:29:13,C2,0.33653,721.61,16120.8,22.50,22.50,21.88
8/05/2025,11:29:14,C2,0.33651,721.47,16108.1,22.50,22.50,21.88
8/05/2025,11:29:15,C2,0.33654,721.56,16121.8,22.50,22.50,21.88
8/05/2025,11:29:16,C2,0.33653,721.65,16140.4,22.50,22.50,21.88
8/05/2025,11:29:17,C2,0.33654,721.95,16158.9,22.50,22.50,21.88
8/05/2025,11:29:18,C2,0.33635,721.84,16172.7,22.50,22.50,21.88
8/05/2025,11:29:19,C2,0.33672,722.39,16183.9,22.50,22.50,21.88
8/05/2025,11:29:20,C2,0.33668,722.29,16179.1,22.50,22.50,21.88
8/05/2025,11:29:21,C2,0.33656,722.21,16198,22.50,22.50,21.88
8/05/2025,11:29:22,C2,0.33657,722.23,16192.9,22.50,22.50,21.88
8/05/2025,11:29:23,C60,0.33646,721.61,16177.1,22.50,22.50,21.88
8/05/2025,11:29:24,C60,0.33673,722.46,16204.2,22.50,22.50,21.88
8/05/2025,11:29:25,C60,0.33634,722.3,16228.9,22.50,22.50,21.88
8/05/2025,11:29:26,C60,0.33694,723.16,16242.3,22.50,22.50,21.88
8/05/2025,11:29:27,C60,0.33688,723.23,16243.8,22.50,22.50,21.88
8/05/2025,11:29:28,C60,0.33659,723.01,16240.2,22.50,22.50,21.88
8/05/2025,11:29:29,C60,0.33674,725.15,16241.9,22.50,22.50,21.88
8/05/2025,11:29:30,C60,0.33684,722.15,16210.7,22.50,22.50,21.88
8/05/2025,11:29:31,C60,0.33676,697.6,16067.1,22.50,22.50,21.88
8/05/2025,11:29:32,C60,0.33687,672.22,15873.7,22.50,22.50,21.88
8/05/2025,11:29:33,C60,0.3367,651.16,15529.9,22.50,22.50,21.88
8/05/2025,11:29:34,C60,0.33645,636.31,15098.9,22.50,22.50,21.88
8/05/2025,11:29:35,C60,0.33665,621.41,14152.3,22.50,22.50,21.88
8/05/2025,11:29:36,C60,0.33665,621.41,14152.3,22.50,22.50,21.88
8/05/2025,11:29:37,C60,0.33708,606.47,13331.2,22.50,22.50,21.88
8/05/2025,11:29:38,C38,0.33699,600.71,13013.2,22.50,22.50,21.88
8/05/2025,11:29:39,C38,0.33687,595.78,12748.8,22.50,22.50,21.88
8/05/2025,11:29:40,C38,0.33687,592.63,12532.9,22.50,22.50,21.88
8/05/2025,11:29:41,C38,0.33678,591.48,12351.2,22.50,22.50,21.88
8/05/2025,11:29:42,C38,0.33662,592.99,12217.4,22.50,22.50,21.88
8/05/2025,11:29:43,C38,0.33667,595.58,12055.9,22.50,22.50,21.88
8/05/2025,11:29:44,C38,0.33655,598.5,11931.5,22.50,22.50,21.88
8/05/2025,11:29:45,C38,0.33652,600.66,11788.7,22.50,22.50,21.88
8/05/2025,11:29:46,C38,0.33636,602.84,11632.8,22.50,22.50,21.88
8/05/2025,11:29:47,C38,0.33633,606.87,11491.4,22.50,22.50,21.88
8/05/2025,11:29:48,C38,0.33664,610.89,11324.4,22.50,22.50,21.88
8/05/2025,11:29:49,C38,0.33624,612.81,11145.8,22.50,22.50,21.88
8/05/2025,11:29:50,C38,0.33657,613.52,11023.9,22.50,22.50,21.88
8/05/2025,11:29:51,C38,0.33628,611.28,10873.4,22.50,22.50,21.88
8/05/2025,11:29:52,C38,0.3366,610.87,10778.5,22.50,22.50,21.88
8/05/2025,11:29:53,C38,0.33656,609.74,10699.8,23.00,22.50,21.88
